영업상태명,지번주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
영업/정상,,교보타워 지하아케이드,전문점,202058.6747,444618.1673
영업/정상,,이수시장,그 밖의 대규모점포,198984.3648,443229.8359
영업/정상,,코스트코코리아,대형마트,203123.8704,439984.8475
영업/정상,,반포프라자,그 밖의 대규모점포,198776.1135,444432.3252
영업/정상,서울특별시 서초구 서초동 1335번지,무지개종합상가,그 밖의 대규모점포,202245.3779,442987.987
영업/정상,서울특별시 서초구 반포동 19번지 4   호,터미널상가,그 밖의 대규모점포,200554.744,444811.3648
영업/정상,서울특별시 서초구 양재동 215호 하이브랜드 지하1층,(주)이마트 양재점,대형마트,203204.7556,440136.7812
영업/정상,,대림상가,그 밖의 대규모점포,,
영업/정상,,서초쇼핑,그 밖의 대규모점포,201472.6689,444193.267
영업/정상,,한양스토아,그 밖의 대규모점포,201160.0456,444426.5643
폐업,서울특별시 서초구 반포1동 705번지,홈플러스(주) 익스프레스 서울논현역점,복합쇼핑몰,201658.7652,445341.7495
폐업,서울특별시 서초구 잠원동 60번지 3호,매일종합상가,그 밖의 대규모점포,201024.4814,445492.3342
폐업,,진흥종합상가,그 밖의 대규모점포,201952.3098,443904.4617
폐업,서울특별시 서초구 방배동 950번지 1호,홈플러스익스프레스 방배점,복합쇼핑몰,198709.207,442599.2342
영업/정상,서울특별시 강남구 논현동 164번지 5호 외 3필지,삐에로쇼핑 강남논현점,구분없음,201994.292,445091.8767
영업/정상,서울특별시 강남구 도곡동 518-8 유진빌딩,홈플러스익스프레스 도곡2점,구분없음,203764.7866,442286.2292
영업/정상,서울특별시 강남구 압구정동 454호,신사상가,그 밖의 대규모점포,202440.3389,447782.5132
영업/정상,서울특별시 강남구 압구정동 515호,갤러리아백화점(동관),백화점,203604.7617,447316.2228
영업/정상,서울특별시 강남구 청담동 134번지 20호,청담삼익시장,그 밖의 대규모점포,205034.1584,446675.9324
영업/정상,서울특별시 강남구 대치동 500호,그랑프리,그 밖의 대규모점포,204992.4516,443183.5761
영업/정상,서울특별시 강남구 대치동 626호,청실종합상가,그 밖의 대규모점포,205154.6381,443439.9816
영업/정상,서울특별시 강남구 대치동 977번지 12  호,대치종합상가,그 밖의 대규모점포,205558.1599,444312.0789
영업/정상,서울특별시 강남구 개포동 12호,대치1단지상가,그 밖의 대규모점포,206581.7871,443555.9912
영업/정상,서울특별시 강남구 개포동 12호,대치2단지상가,그 밖의 대규모점포,206581.7871,443555.9912
영업/정상,,도심공항몰(CALT MALL),쇼핑센터,205170.9597,445264.9363
영업/정상,,점프밀라노,그 밖의 대규모점포,202296.996,444335.0137
영업/정상,,노브랜드 삼성점,구분없음,204447.069,446008.5428
영업/정상,서울특별시 강남구 삼성1동 159번지 8호 그랜드인터콘티넨탈호텔(지하1층),파르나스몰(PARNAS MALL),쇼핑센터,205314.1599,445204.7093
영업/정상,서울특별시 강남구 삼성동 159호,코엑스 호텔아케이드,쇼핑센터,205130.5917,445590.0968
영업/정상,서울특별시 강남구 삼성동 159번지 1호 외,코엑스 몰,복합쇼핑몰,205340.6311,445354.5711
영업/정상,서울특별시 강남구 압구정1동 456번지,금강상가,그 밖의 대규모점포,202485.2265,447521.5203
영업/정상,서울특별시 강남구 대치동 623번지,남서울종합시장,그 밖의 대규모점포,205209.7471,443490.8173
영업/정상,서울특별시 강남구 역삼동 755번지,(주)이마트 역삼점,대형마트,204213.6432,444113.0282
영업/정상,서울특별시 강남구 논현2동 108번지,논현웰스톤상가,그 밖의 대규모점포,203292.307,446247.5115
영업/정상,"서울특별시 강남구 도곡2동 467번지 7호 아카데미스위트 에이동B101,B102,B201",아카데미프라자,그 밖의 대규모점포,204538.1449,442942.8535
영업/정상,서울특별시 강남구 삼성2동 121번지 38호,삼성동 신도브래뉴 주상복합 상가,그 밖의 대규모점포,204652.111,445353.1744
영업/정상,서울특별시 강남구 청담동 4번지 1호 외 9필지,SSG Food Market 백화점,백화점,203789.5881,446796.1283
영업/정상,서울특별시 강남구 논현1동 140번지 외 44필지,영동전통시장,그 밖의 대규모점포,202023.3952,445302.9159
영업/정상,,동화상가(주),그 밖의 대규모점포,202010.0103,445368.1318
영업/정상,,홈플러스익스프레스 학동역점,구분없음,202599.5121,445700.2739
영업/정상,,신원아침도시마인상가,그 밖의 대규모점포,204391.4254,447439.7524
영업/정상,,롯데슈퍼 역삼2동점,구분없음,203641.0768,443854.8969
폐업,서울특별시 강남구 역삼1동 796번지 29호,역삼서해더블루,그 밖의 대규모점포,203389.5627,443422.7793
영업/정상,,롯데슈퍼 역삼1동점,구분없음,202957.2867,443437.6825
영업/정상,,롯데슈퍼 논현점,구분없음,203322.586,445590.729
영업/정상,,밀구루 삼성점,구분없음,203675.905,445926.1197
영업/정상,,롯데슈퍼 코엑스점,구분없음,205359.8987,445864.8059
영업/정상,,롯데슈퍼 도곡점,구분없음,204254.783,442744.8477
영업/정상,서울특별시 강남구 논현동 140번지,(주)지에스리테일 GS슈퍼 강남 논현점,구분없음,202023.3952,445302.9159
영업/정상,서울특별시 강남구 대치동 511번지 한보미도맨션,한보종합상가,그 밖의 대규모점포,205886.2868,443467.6118
영업/정상,서울특별시 강남구 역삼동 755번지,한솔필리아,그 밖의 대규모점포,204213.6432,444113.0282
영업/정상,서울특별시 강남구 신사동 510번지 11호,강남시장,복합쇼핑몰,201757.4941,446282.4545
영업/정상,서울특별시 강남구 논현동 227번지 4호,논현종합시장,그 밖의 대규모점포,203005.088,445311.31
영업/정상,서울특별시 강남구 논현동 105번지 7호,두산아케이드,그 밖의 대규모점포,203050.7839,446316.514
영업/정상,서울특별시 강남구 일원동 711번지 1호,수서1-2단지상가,그 밖의 대규모점포,207748.4871,443240.945
영업/정상,서울특별시 강남구 역삼동 826번지 14호   ,진솔물산,그 밖의 대규모점포,202557.0078,443648.6225
영업/정상,서울특별시 강남구 압구정동 429번지,(주)현대백화점 본점,백화점,202358.5057,447232.9557
영업/정상,서울특별시 강남구 삼성동 159번지 7호,현대백화점 무역센터점,백화점,205210.3588,445154.4223
영업/정상,서울특별시 강남구 압구정동 494호,갤러리아백화점(서관),백화점,203470.8484,447369.5799
영업/정상,서울특별시 강남구 신사동 660번지 18호,홈플러스 익스프레스 압구정점,구분없음,203191.2571,447312.9037
영업/정상,,(주)지에스리테일 신사점,구분없음,202167.013,446808.0756
휴업,서울특별시 강남구 압구정동 456호   ,금강상가,그 밖의 대규모점포,202485.2265,447521.5203
휴업,서울특별시 강남구 역삼동 755호 한솔필리아지층  ,(주)신세계마트 이마트 역삼점,대형마트,204213.6432,444113.0282
휴업,서울특별시 강남구 압구정동 456호   ,(주)현대백화점 동호스토아,백화점,202485.2265,447521.5203
휴업,"서울특별시 강남구 대치동 623,624호   ",남서울종합상가,그 밖의 대규모점포,,
휴업,서울특별시 강남구 압구정동 456호   ,(주)금강개발산업,그 밖의 대규모점포,202485.2265,447521.5203
폐업,서울특별시 강남구 청담동 122호,청담제일시장,그 밖의 대규모점포,204391.4254,447439.7524
폐업,서울특별시 강남구 삼성동 122번지 8 호,삼성종합시장,시장,204582.0998,445311.8063
폐업,서울특별시 강남구 역삼동 796번지 22  호,역삼시장,시장,204170.2781,444036.656
폐업,서울특별시 강남구 역삼동 754번지 2  호,역삼시장,그 밖의 대규모점포,204170.2781,444036.656
폐업,서울특별시 강남구 수서동 707호,수서종합상가,그 밖의 대규모점포,208789.626,443219.2586
폐업,서울특별시 강남구 역삼동 701호,서울상록회관,대형마트,203746.5376,444628.0781
폐업,서울특별시 강남구 역삼동 755번지,(주)신세계마트 이마트 역삼점,대형마트,204213.6432,444113.0282
폐업,서울특별시 강남구 청담동 4번지 1호 외 9필지,SSG Food Market 백화점,백화점,203789.5881,446796.1283
폐업,,롯데쇼핑(주)롯데슈퍼 역삼점,,,
폐업,,롯데슈퍼 압구정점,구분없음,202612.7084,446806.7335
폐업,서울특별시 강남구 논현동 122번지 8호,영동시장,그 밖의 대규모점포,202010.0103,445368.1318
폐업,서울특별시 강남구 개포동 13번지 3 호,미씨-860,그 밖의 대규모점포,206970.9193,443574.4116
폐업,서울특별시 강남구 도곡동 464호,(주)재능스스로마트,그 밖의 대규모점포,204254.783,442744.8477
폐업,,(주)지에스리테일 논현점,구분없음,203292.307,446247.5115
취소/말소/만료/정지/중지,서울특별시 강남구 일원동 647호,일원마트,그 밖의 대규모점포,207614.091,443297.0315
영업/정상,서울특별시 강남구 역삼동 676 센터필드,더 샵스 앳 센터필드 (THE SHOPS AT CENTERFIELD),그 밖의 대규모점포,203599.0628,444556.0623
영업/정상,,(주)지에스리테일 잠실파크리오점,구분없음,209995.6128,446691.346
영업/정상,,(주)지에스리테일 송파가락점,구분없음,211693.9328,443503.4279
영업/정상,서울특별시 송파구 신천동 29번지,롯데하이마트 월드타워점,전문점,209074.9008,445657.8093
영업/정상,,(주)지에스리테일 잠실점,구분없음,208187.6235,445589.7186
영업/정상,서울특별시 송파구 신천동 29번지,롯데월드몰,쇼핑센터,209074.9008,445657.8093
영업/정상,서울특별시 송파구 문정동 292번지 외 29필지,가든파이브 툴,쇼핑센터,,
영업/정상,서울특별시 송파구 마천동 140번지 2호,마천시장,그 밖의 대규모점포,213247.1961,444020.5685
영업/정상,서울특별시 송파구 잠실동 101번지 1호,프리마 쇼핑센타,그 밖의 대규모점포,206397.348,444963.2339
영업/정상,서울특별시 송파구 잠실4동 44번지 1호,홈플러스(주)익스프레스 잠실점,구분없음,208045.233,445054.4108
영업/정상,,홈플러스(주) 익스프레스 송파점,구분없음,210264.3557,444937.5802
영업/정상,서울특별시 송파구 석촌동 277번지 2호,엄마손상가,그 밖의 대규모점포,209440.7265,444369.4957
영업/정상,서울특별시 송파구 문정동 516번지,가든파이브 라이프,그 밖의 대규모점포,211053.1195,442026.9888
영업/정상,서울특별시 송파구 마천동 181호,송파쇼핑센타,그 밖의 대규모점포,213279.7811,443674.6829
영업/정상,서울특별시 송파구 잠실동 27번지 6호,잠실중앙상가,그 밖의 대규모점포,208187.6235,445589.7186
영업/정상,서울특별시 송파구 오금동 615번지  올림픽파크동부센트레빌 상가,올림픽파크동부센트레빌 상가,그 밖의 대규모점포,211217.0019,445334.1517
영업/정상,서울특별시 송파구 가락2동 140번지,쌍용프라자 상가,그 밖의 대규모점포,211259.9098,443711.7029
영업/정상,서울특별시 송파구 송파1동 121번지,한화 송파지점,그 밖의 대규모점포,210057.9121,444767.3676
영업/정상,서울특별시 송파구 신천동 7번지 12  호,홈플러스(주)잠실점,대형마트,209039.148,446007.9668
영업/정상,서울특별시 송파구 잠실3동 40번지 1호 롯데월드,롯데하이마트잠실점,전문점,208589.3633,445455.9041
영업/정상,,(주)지에스리테일 송파점,구분없음,211259.9098,443711.7029
영업/정상,,(주)지에스리테일 방이점,구분없음,210908.9845,445042.9203
영업/정상,서울특별시 송파구 방이동 89번지 11호 프라자상가,올림픽프라자상가,그 밖의 대규모점포,211619.368,445963.3849
영업/정상,서울특별시 송파구 잠실동 40호,갤러리아팰리스 아케이드,그 밖의 대규모점포,208233.927,445435.2576
영업/정상,서울특별시 송파구 거여2동 27번지 5호 B101호,홈플러스(주)익스프레스 거여점,구분없음,212800.7,443397.2619
영업/정상,서울특별시 송파구 석촌동 235번지 17호,롯데쇼핑(주)롯데슈퍼석촌점,구분없음,208675.8128,444446.0535
영업/정상,서울특별시 송파구 오금동 615번지,농협하나로마트방이역점,구분없음,211217.0019,445334.1517
영업/정상,서울특별시 송파구 가락동 88번지 2호,(주)이마트에브리데이 가락동점,구분없음,210391.462,443796.027
영업/정상,서울특별시 송파구 풍납동 163번지,홈플러스(주)익스프레스 풍납점,구분없음,210378.825,447916.0439
영업/정상,서울특별시 송파구 삼전동 9번지 제이 플레이스,홈플러스 익스프레스 삼전역점,구분없음,207875.5963,444672.586
영업/정상,서울특별시 송파구 가락동 479 헬리오시티,이마트에브리데이 송파점,구분없음,209394.2313,443951.2369
휴업,서울특별시 송파구 신천동 7번지 17호   ,주-한화유통,그 밖의 대규모점포,208730.6335,445905.0255
폐업,,(주)지에스리테일 삼전점,구분없음,208280.5349,444954.9355
폐업,,(주)지에스리테일 송파2점,구분없음,210432.7264,444603.0037
폐업,,노브랜드 문정점,구분없음,210697,441990
폐업,서울특별시 송파구 신천동 29번지,롯데면세점 월드타워점,전문점,209074.9008,445657.8093
폐업,서울특별시 송파구 오금동 1번지 11호,석우종합시장,그 밖의 대규모점포,,
폐업,서울특별시 송파구 신천동 7번지,장미종합상가,그 밖의 대규모점포,208707.0899,446299.3528
폐업,서울특별시 송파구 문정동 112호,주-화신유통,,211632.462,442617.3823
폐업,서울특별시 송파구 거여2동 37번지 3호,롯데쇼핑(주)롯데슈퍼거여점,구분없음,212769.3371,443460.3336
폐업,,(주)지에스리테일 문정점,구분없음,211350.0994,442328.4471
폐업,,홈플러스익스프레스 송파2점,구분없음,209522.4332,444926.0998
폐업,서울특별시 송파구 가락동 78호,가락동포스코주상복합상가,그 밖의 대규모점포,210758.1191,443662.9564
폐업,서울특별시 송파구 잠실동 40호,갤러리아 잠실점,그 밖의 대규모점포,208233.927,445435.2576
폐업,서울특별시 송파구 삼전동 9번지 19호,홈플러스(주)익스프레스 삼전점,구분없음,207869.0418,444656.5473
폐업,서울특별시 송파구 잠실3동,(유)잠실중앙상가,그 밖의 대규모점포,208187.6235,445589.7186
영업/정상,서울특별시 송파구 가락동 191-5,롯데프레시송파가락가맹점,구분없음,211822.1007,443697.7397
영업/정상,서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동),지에스 더프레시(GS THE FRESH) 고덕그라시움점,구분없음,214293.0853,450636.6264
영업/정상,서울특별시 강동구 성내동 595번지 코오롱 2차아파트,이마트에브리데이 성내점,구분없음,210694.9893,447815.9863
영업/정상,서울특별시 강동구 성내동 428번지 2호,파크프라자 상가,그 밖의 대규모점포,211838.3543,447195.6768
영업/정상,서울특별시 강동구 천호동 454번지 1호,(주)이마트천호점,대형마트,211025.925,448495.1892
영업/정상,서울특별시 강동구 천호동 422번지 2호,천호신시장,시장,211252.7355,448823.3988
영업/정상,서울특별시 강동구 성내동 25번지 1호,이안강동주상복합상가,그 밖의 대규모점포,211238.6611,448150.5958
영업/정상,서울특별시 강동구 길동 414번지 10호,강동한신휴플러스,그 밖의 대규모점포,212081.0199,448209.1248
영업/정상,서울특별시 강동구 천호동 42번지,홈플러스 강동점,대형마트,212501.3691,449282.3104
영업/정상,서울특별시 강동구 길동 339번지 1호,동서울오네뜨상가,그 밖의 대규모점포,212624.8914,448937.8114
영업/정상,서울특별시 강동구 명일1동 312번지 99호,(주)지에스리테일 명일점,구분없음,212676.1622,449910.8816
영업/정상,서울특별시 강동구 천호동 455번지 8호,현대백화점 천호점,백화점,210931.6435,448522.0798
영업/정상,서울특별시 강동구 명일동 46번지 4 호,(주)이마트명일점,대형마트,213700.8777,450278.1009
영업/정상,,(주)이마트에브리데이 암사동점,구분없음,211970.1198,450308.5597
영업/정상,서울특별시 강동구 명일동 48번지,주양쇼핑,그 밖의 대규모점포,213493.9072,450038.8473
영업/정상,서울특별시 강동구 암사3동 414번지 18호 강동롯데캐슬퍼스트아파트,(주)지에스리테일 암사캐슬점,구분없음,212334.9585,450346.7907
영업/정상,서울특별시 강동구 암사1동 473번지 3호,홈플러스(주) 익스프레스 암사점,대형마트,211868.2443,450020.3552
영업/정상,서울특별시 강동구 성내1동 521번지,홈플러스(주) 익스프레스 성내점,구분없음,211185.4977,447670.8521
영업/정상,"서울특별시 강동구 명일2동 15번지 삼익그린맨션 상가동 지층22,23,25",(주)이마트에브리데이 명일동점,구분없음,213048.6922,450124.1057
영업/정상,서울특별시 강동구 길동 391번지 2호,홈플러스(주)익스프레스 길동점,구분없음,212349.3738,448466.1056
휴업,서울특별시 강동구 천호동 563호   ,동아코아,쇼핑센터,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 422번지 2호   ,천호신시장,그 밖의 대규모점포,211252.7355,448823.3988
휴업,서울특별시 강동구 명일동 52번지 5호   ,신세계이마트천호점,그 밖의 대규모점포,,
휴업,서울특별시 강동구 천호동 422번지 2호   ,천호신시장,그 밖의 대규모점포,211252.7355,448823.3988
휴업,서울특별시 강동구 천호동 422번지 1호   ,동서울시장,그 밖의 대규모점포,211265.3319,448886.3169
영업/정상,서울특별시 강동구 성내1동 451번지,(주)농협유통 하나로마트 성내점,구분없음,210566.8756,447402.6297
휴업,서울특별시 강동구 천호동 563호   ,동아코아,쇼핑센터,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 563호   ,동아코아,쇼핑센터,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 563호   ,동아코아,쇼핑센터,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 563호   ,동아코아,쇼핑센터,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 563호   ,동아코아,쇼핑센터,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 421번지 1호   ,천호시장,그 밖의 대규모점포,211196.1957,448722.8518
휴업,서울특별시 강동구 천호동 563호   ,이천일아울렛 천호점,그 밖의 대규모점포,211055.4862,448786.6974
휴업,서울특별시 강동구 천호동 410번지 105호   ,현대프라자,그 밖의 대규모점포,211336.1725,448556.7945
휴업,서울특별시 강동구 천호동 565호   ,킴스클럽,대형마트,211750.8962,448202.6325
휴업,서울특별시 강동구 천호동 454번지 0001호   ,이마트천호점,대형마트,211025.925,448495.1892
폐업,서울특별시 강동구 둔촌1동 172번지 1호,(주)지에스리테일 둔촌점,구분없음,211979.5206,446932.6537
폐업,서울특별시 강동구 명일동 48번지 지하1층,(주)지에스리테일 주양점,구분없음,213493.9072,450038.8473
폐업,서울특별시 강동구 천호동 421번지 1호,천호시장,그 밖의 대규모점포,211196.1957,448722.8518
폐업,서울특별시 강동구 천호동 410번지 105호,현대프라자,그 밖의 대규모점포,211336.1725,448556.7945
폐업,서울특별시 강동구 둔촌동 172번지 1호,둔촌종합상가,그 밖의 대규모점포,211979.5206,446932.6537
폐업,서울특별시 강동구 둔촌1동 444번지,롯데쇼핑(주)롯데슈퍼둔촌점,대형마트,212334.6989,447728.8651
폐업,서울특별시 강동구 암사3동 451번지 16호,양지종합시장,시장,212082.0142,450348.7936
폐업,서울특별시 강동구 천호동 422번지 1호,동서울시장,시장,211265.3319,448886.3169
폐업,서울특별시 강동구 암사1동 488번지 21호,(주)지에스리테일 암사점,구분없음,211856.4692,449540.6604
폐업,서울특별시 강동구 암사1동 461번지 외6필지,롯데슈퍼암사가맹점,대형마트,211466.8855,450264.2764
폐업,서울특별시 강동구 둔촌동 172번지 1호 둔촌종합상가 지하1층,(주)농협유통 하나로마트 둔촌점,구분없음,211979.5206,446932.6537
폐업,서울특별시 강동구 성내1동 164번지 1호,롯데쇼핑㈜롯데슈퍼강동점,구분없음,211532.3537,448182.5885
취소/말소/만료/정지/중지,서울특별시 강동구 천호동 42번지,삼성테드크(주)홈플러스강동점,대형마트,212501.3691,449282.3104
영업/정상,서울특별시 강동구 천호동 410번지 100호,천호코오롱상가,그 밖의 대규모점포,211279.0302,448548.8197
영업/정상,서울특별시 강동구 명일동 46번지 4호   ,신세계 이마트 명일점,대형마트,213700.8777,450278.1009
영업/정상,서울특별시 강동구 암사3동 451번지 16호,양지종합시장,시장,212082.0142,450348.7936
영업/정상,서울특별시 용산구 한강로3가 63-70,GS THE FRESH 용산해링턴점,구분없음,197071.4032,447073.6228
영업/정상,,롯데쇼핑(주)롯데슈퍼원효로점,구분없음,197101.1275,448437.0679
영업/정상,서울특별시 송파구 신천동 29번지,롯데백화점 에비뉴엘 월드타워점,백화점,209074.9008,445657.8093
영업/정상,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,롯데쇼핑(주) 롯데마트 월드타워점,대형마트,209074.9008,445657.8093
영업/정상,"서울특별시 송파구 송파2동 121번지 한양2차아파트 1층 6,7호호",롯데쇼핑(주)롯데슈퍼송파점,구분없음,210057.9121,444767.3676
영업/정상,서울특별시 송파구 풍납2동 400번지 5호   101호,롯데쇼핑(주)롯데슈퍼풍납점,구분없음,210274.1855,447307.6498
영업/정상,서울특별시 송파구 방이2동 63번지 11호,롯데쇼핑(주)롯데슈퍼방이점,구분없음,209576.622,445779.101
영업/정상,서울특별시 송파구 잠실2동 19번지 8호,롯데쇼핑(주)롯데슈퍼신천점,구분없음,207270.219,445550.2772
영업/정상,서울특별시 송파구 잠실3동 35번지 2호,롯데쇼핑(주)롯데슈퍼잠실3동점,구분없음,207553.9182,445383.338
영업/정상,서울특별시 송파구 신천동 7번지 18호,롯데캐슬플라자,쇼핑센터,208836.1921,445807.7274
영업/정상,서울특별시 송파구 문정동 150번지 2호,롯데쇼핑(주)롯데마트 송파점,대형마트,210343.6993,443288.285
영업/정상,서울특별시 송파구 잠실동 40번지 1호,롯데백화점 잠실점,백화점,208589.3633,445455.9041
영업/정상,서울특별시 용산구 남영동 93번지 30호,롯데프레시 갈월점,구분없음,197443.8818,448884.9576
폐업,서울특별시 용산구 용산동6가 69번지 167호,롯데쇼핑(주)롯데슈퍼 신동아점,구분없음,198622.8926,446114.1552
폐업,,롯데프리미엄푸드마켓 문정점,구분없음,210966,442050
영업/정상,서울특별시 송파구 잠실동 40번지 1호,롯데마트(주) 롯데마트 제타플렉스,대형마트,208589.3633,445455.9041
영업/정상,"서울특별시 서초구 서초동 1498번지 5호  (영업장 지하1층,지하2층)",롯데쇼핑(주) 롯데마트 서초점,대형마트,200438.9929,443124.5944
영업/정상,서울특별시 강서구 내발산동 719번지 6호,롯데쇼핑(주)롯데슈퍼 우장산점,그 밖의 대규모점포,185431.0666,449714.8138
영업/정상,서울특별시 강서구 방화1동 187번지 1호,롯데쇼핑(주)롯데슈퍼 방화점,그 밖의 대규모점포,184102.7825,452097.3701
영업/정상,서울특별시 강서구 화곡1동 343번지 52호,롯데쇼핑(주)롯데슈퍼화곡점,그 밖의 대규모점포,186366.0134,447719.8367
영업/정상,서울특별시 강서구 방화2동 533번지 9호,롯데쇼핑(주)롯데슈퍼개화산점,그 밖의 대규모점포,182944.7314,452207.4273
영업/정상,서울특별시 강서구 방화2동 886번지 외6필지,롯데몰 김포공항,쇼핑센터,182524.8238,451438.2509
영업/정상,서울특별시 용산구 한강로3가 3-23 나진상가,용산라이프시티피에프브이 주식회사,전문점,196727.5358,447868.1283
영업/정상,서울특별시 강남구 대치동 937호,롯데백화점(강남점),백화점,204669.5434,443873.6212
영업/정상,서울특별시 강서구 등촌3동 689번지 외 2,(주) 이랜드리테일 강서점,백화점,185824.4285,450866.2521
영업/정상,서울특별시 강동구 천호동 563번지,이천일아울렛 천호점,그 밖의 대규모점포,211055.4862,448786.6974
영업/정상,서울특별시 중구 회현동1가 204번지 메사빌딩,신세계백화점메사점,쇼핑센터,198129.4355,450900.2397
영업/정상,,두타몰,그 밖의 대규모점포,200703.6256,451836.4583
영업/정상,서울특별시 중구 신당동 772호,남평화상가(주),그 밖의 대규모점포,200894.4785,451877.0808
영업/정상,서울특별시 중구 충무로1가 52번지 5호 신세계백화점건물,신세계백화점,백화점,198263.9084,450960.763
영업/정상,서울특별시 동대문구 이문동 324번지 10호,롯데쇼핑(주) 롯데마켓 999 이문점,복합쇼핑몰,205170.9358,454707.5241
영업/정상,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,롯데쇼핑(주) 롯데슈퍼 장안점,구분없음,206176.1786,453248.0972
영업/정상,서울특별시 동대문구 전농동 10번지 외7필지 전농sk아파트 주상가동,롯데쇼핑(주) 롯데슈퍼 전농점,구분없음,205271.7049,452706.8979
영업/정상,서울특별시 구로구 고척동 76번지 41호,이천일 아울렛 구로점,그 밖의 대규모점포,187785.8405,443997.1359
영업/정상,서울특별시 동대문구 전농1동 591번지 53호,롯데쇼핑(주)롯데마트 청량리점,대형마트,204081.2821,453187.3952
영업/정상,서울특별시 동대문구 전농1동 591번지 53호,롯데백화점 청량리역사점,백화점,204081.2821,453187.3952
영업/정상,,롯데쇼핑(주) 롯데마트 양평점,대형마트,190352.3217,447095.6412
영업/정상,서울특별시 서초구 잠원동 70번지 2호,뉴코아아울렛,전문점,200576.6086,445241.8984
영업/정상,서울특별시 서초구 잠원동 70번지 5호 뉴코아백화점빌딩,뉴코아백화점,백화점,200367.985,445207.6635
영업/정상,,(주)이랜드킴스클럽 강남점,대형마트,200576.6086,445335.6672
영업/정상,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차,롯데쇼핑(주) 금천 독산점,쇼핑센터,,
영업/정상,,롯데쇼핑(주)롯데슈퍼신당점,그 밖의 대규모점포,200611.6813,449633.1352
영업/정상,서울특별시 중구 충무로1가 25번지 8호,롯데쇼핑(주)롯데슈퍼명동점,그 밖의 대규모점포,198364.6318,450975.9504
영업/정상,,롯데프리미엄푸드마켓 공덕점,구분없음,195564.3758,449186.9333
영업/정상,,롯데슈퍼 대흥점,구분없음,194648.7593,449239.3147
영업/정상,서울특별시 중구 봉래동2가 122호,롯데쇼핑(주)롯데마트서울역점,대형마트,197243.2153,450655.1042
영업/정상,서울특별시 금천구 독산동 295번지 10  호 외 5,롯데쇼핑(주) VIC 마켓 금천점,대형마트,190704.9043,440940.3844
영업/정상,서울특별시 영등포구 영등포동8가 62번지 1호,롯데쇼핑(주) VIC마켓 영등포점,대형마트,191503.3861,447289.5484
영업/정상,서울특별시 관악구 보라매동 729호 22통 롯데백화점,롯데쇼핑(주) 관악점,백화점,193301.8858,443151.5613
영업/정상,서울특별시 영등포구 영등포동4가 434번지 5호 신세계백화점,(주)신세계 타임스퀘어점,백화점,191581.5003,446108.8072
영업/정상,,롯데백화점 본점,백화점,198259.6536,451392.1982
영업/정상,서울특별시 중구 남대문로2가 123호,롯데쇼핑본점영플라자,백화점,198315.5327,451248.1416
영업/정상,서울특별시 광진구 구의동 546번지 4호,롯데쇼핑(주)롯데마트 강변점,복합쇼핑몰,208394.4164,448165.28
영업/정상,서울특별시 성북구 길음1동 1285번지 7호,롯데마켓999 하월곡점,구분없음,201621.3317,456272.2617
영업/정상,서울특별시 성북구 장위동 316번지 3호,롯데마이슈퍼 장위점,구분없음,204208.6312,457844.348
영업/정상,서울특별시 성북구 정릉3동 1034번지,롯데마이슈퍼 정릉점,구분없음,201548.4956,455659.8179
영업/정상,서울특별시 은평구 역촌동 17번지 1호,롯데쇼핑(주) 롯데슈퍼 역촌점,그 밖의 대규모점포,193083.7657,455978.0106
영업/정상,서울특별시 광진구 자양동 227번지 342호 롯데백화점 스타시티점,롯데백화점 건대스타시티점,백화점,206217.4347,448506.2187
